index,aid,code,source,target,eventtext,sentence,sentence_id
151,23052771,190,employees <EMPLOYEES> [*4*LAB].,a ... window.,.,"Protesters chained themselves together at the entrance to the clinic , employees broke a window to enter the center , the police said ..",2
152,24068728,171,.,care.,.,"But he also took care of unfinished business , selling his pickup truck to retire a loan , paying off bills , calling on family and friends ..",2
153,24068728,010,.,wife.,told.,"`` I want to live this week like it is my last , '' he told his wife ..",3
154,24068728,171,That.,a ... toll.,will take.,That will take a toll on anybody ..,15
155,24068728,171,.,A ... toll.,takes.,And it takes a toll on their families . ''.,16
156,24068728,190,Blacks <BLACKS> ... Hispanics [*1*CVL].,a ... rate.,died.,Blacks and Hispanics died at a somewhat slower rate over the last year ..,24
157,24068728,041,The heavier toll.,Guard ... Reserve forces.,came <*2*> ... called.,"The heavier toll came as Guard and Reserve forces were called to combat in larger numbers than at any other time since Vietnam , a role the Pentagon plans to scale back in the coming year ..",30
158,24068728,010,others.,the ... willingness ... sheer determination.,.,"But others say the willingness , sometimes sheer determination , of loved ones to return to battle has made them see a deeper value in the mission , no matter how deadly or open-ended it may seem ..",39
159,24068728,190,a ... sniper.,North Hero ... Vt..,<*4*> ... killed by <*6*>.,"`` I thought initially that we should never have gone to war , '' said Karen Strain , 51 , of North Hero , Vt. , whose son , Cpl. Adam J. Strain of the Marines , was killed by a sniper in August ..",40
160,24068728,015,Ms. Strain.,tears.,"said <['FIGHT',> <'BACK']>.","`` But now I feel we have to finish the job , '' Ms. Strain said , pausing to fight back tears ..",41
161,24068728,060,Adam.,--- [*2*PPL].,gave.,"`` Adam gave me more insight for how sad it is for those people , and how we can help give them their freedom ..",42
162,24068728,060,Last year.,a ... contract.,signed ... contract.,"Last year , Sergeant Jones signed a contract with the Army certifying that he would be sent to Kentucky to be trained as a scout and then deployed to Germany ..",45
163,24068728,060,a ... contract.,Last year.,signed ... contract.,"Last year , Sergeant Jones signed a contract with the Army certifying that he would be sent to Kentucky to be trained as a scout and then deployed to Germany ..",45
164,24068728,060,.,tours.,.,"He had already served two tours driving heavy equipment into Iraq from Kuwait , and his wife was pregnant with their second child ..",46
165,24068728,060,conscripts.,single 12-month tours.,served.,"In Vietnam , conscripts typically served single 12-month tours , rotating through units that remained at war ..",58
166,24068728,010,Thomas Southwick.,the news.,said ... stopped watching.,"Thomas Southwick of San Diego said he stopped watching the news during his marine son 's third tour of duty , which ended in September ..",63
167,24068728,010,Diana Olson ... Ill..,Diana Olson ... Ill..,said ... told.,"Diana Olson of Elk Grove Village , Ill. , said she told her 21-year old son , Cpl. John T. Olson of the Marines , after his second tour ..",67
168,24068728,010,Sergeant Jones.,wife.,was ... telling.,"Like many other soldiers , Sergeant Jones was fatalistic about his third tour , telling his wife , Kelly , that he had `` a bad feeling '' about returning to Iraq ..",74
169,24068728,020,Grieve little  ... on.,.,counseled.,"`` Grieve little and move on , '' he counseled her ..",77
170,24068728,170,Mrs. Jones.,anger.,said ... struggled ... contain.,"Mrs. Jones , 26 , said she struggled at first to contain her anger that her husband was sent to Iraq instead of Germany ..",80
171,24068728,050,Black Enlistment Falls <break/> Sandra Williams-Smith.,the invasion.,supported.,"RaceAs Opposition Rises , Black Enlistment Falls <break/> Sandra Williams-Smith never supported the invasion of Iraq , even though she is married to a former Air Force sergeant and has worked on military bases as a nurse ..",86
172,24068728,051,.,ambition.,encouraged.,"He saw the military as a steppingstone to becoming a doctor , and she encouraged his ambition ..",88
173,24068728,183,a ... roadside bomb.,medic <SPECIALIST> <WILLIAMS> ... a <20-YEAR> <OLD> <MEDIC> [*1*HLH].,<*1*HLH> <&WEAPON> ... killed.,"But on Sept. 5 , Specialist Williams , a 20-year old medic , was killed by a roadside bomb in Tal Afar , Iraq ..",89
174,24068728,154,youngest son.,the ... Marines.,wants ... join <&MILITARY>.,"Though her oldest living son is in the Navy , and her youngest son wants to join the Marines , she openly rages against the war and President Bush ..",91
175,24068728,171,.,care.,should ... taken.,He should have taken care of the needs of his own people before going across the ocean to take care of someone else 's . ''.,93
176,24068728,030,Lower black enlistment.,military ... the <MILITARY> [*2*MIL].,.,"Lower black enlistment means that the military looks more like the United States in terms of racial balance than it did a decade ago , when it was disproportionately black ..",99
177,24068728,010,Army <ARMY> officials [*1*MIL].,job opportunities.,.,Army officials say improved job opportunities in other fields is one reason ..,101
178,24068728,111,More African-Americans.,A ... cause.,identify ... fight for.,"`` More African-Americans identify having to fight for a cause they do not support as a barrier to military service , '' the study concluded ..",103
179,24068728,040,Specialist Toccara R. Green.,the junior R.O.T.C..,<and> ... joined.,Specialist Toccara R. Green joined the junior R.O.T.C. as an ebullient freshman at a Baltimore high school and became enraptured with the discipline and camaraderie of military life ..,105
180,24068728,120,The death rate.,The ... second group.,declined.,The death rate for Hispanics and blacks declined in the second group ..,112
181,24068728,171,The attack.,soldiers <SOLDIERS> [*3*MIL].,became <*3*MIL> ... captured.,"The attack became famous because six soldiers , including Pfc. Jessica D. Lynch , were captured ..",117
182,24068728,010,The eldest.,military <THE> <MILITARY> [*5*MIL].,saw.,"The eldest of four children raised by a divorced mother , he saw the military as a way out of his low-income , high-crime section of Atlanta ..",127
183,24068728,190,.,last November.,died.,He died in Falluja last November after an American tank ran into him ..,129
184,24068728,040,an agent.,an agent.,.,"By his senior year , an agent thought he could land a part in a hit television show , `` Dawson 's Creek . ''.",139
185,24068728,100,This.,This.,is <*1*> ... needed.,` This is what I am needed for now . '' '.,142
186,24068728,190,a ... sniper.,Corporal <LANCE> <CORPORAL> Strain [*1*MIL].,<*1*MIL> ... killed by <*3*>.,Lance Corporal Strain was killed by a sniper in Ramadi on Aug. 3 ..,144
187,24068728,040,son ... Cpl. Jeff Krieger.,Marines <THE> <MARINES> [*2*MIL].,agreed ... saying ... planned ... leave.,"His son , Cpl. Jeff Krieger , 23 , agreed , saying he planned to leave the Marines next year ..",156
188,24068728,040,son ... Cpl. Jeff Krieger.,year.,agreed ... saying ... planned ... leave.,"His son , Cpl. Jeff Krieger , 23 , agreed , saying he planned to leave the Marines next year ..",156
189,24068728,193,third tour.,.,died in ... firefight.,But he died in a firefight in Ramadi on April 30 during his third tour in Iraq ..,161
190,24068728,193,.,third tour.,died in ... firefight.,But he died in a firefight in Ramadi on April 30 during his third tour in Iraq ..,161
191,24068728,193,.,a firefight.,died in ... firefight.,But he died in a firefight in Ramadi on April 30 during his third tour in Iraq ..,161
192,24068728,193,a firefight.,.,died in ... firefight.,But he died in a firefight in Ramadi on April 30 during his third tour in Iraq ..,161
193,24068728,193,April.,.,died in ... firefight.,But he died in a firefight in Ramadi on April 30 during his third tour in Iraq ..,161
194,24068728,193,.,April.,died in ... firefight.,But he died in a firefight in Ramadi on April 30 during his third tour in Iraq ..,161
195,24068728,030,father ... Brian Starr.,a ... basement apartment.,had ... preparing.,"His father , Brian Starr , had been preparing a basement apartment in his home for Corporal Starr to live in after leaving the Marines ..",166
196,24068728,030,.,a ... pool table.,will.,Perhaps he will also install a pool table there to remind people of his son 's fun-loving side ..,168
197,24068728,030,.,firsthand confirmation.,said ... would.,"But he said he would also like firsthand confirmation that the war , and Corporal Starr 's death , were not in vain ..",170
198,24068728,015,.,tears.,said ... fighting.,"`` I am hoping , my wife is hoping , that we can visit Ramadi , '' he said , fighting back tears ..",171
199,24068728,190,Jeff.,something.,died.,And feel like Jeff died for something . ''.,173
200,24068728,010,father ... Brian Starr.,son.,.,"His father , Brian Starr , left , said his son believed in the war , but was tired of the harsh life ..",175
201,24068728,190,April.,.,<*1*> ... killed in <*2*>.,He was killed in April on his third tour in Iraq ..,177
202,24068728,040,mother <MOTHER> ... Sandra Williams-Smith [*1*CVL].,Mansfield ... Tex..,left.,"His mother , Sandra Williams-Smith , left , at home in Mansfield , Tex. , says that she supported her son 's ambition , but that she never supported the war ..",180
203,24068728,040,mother <MOTHER> ... Sandra Williams-Smith [*1*CVL].,home.,left.,"His mother , Sandra Williams-Smith , left , at home in Mansfield , Tex. , says that she supported her son 's ambition , but that she never supported the war ..",180
204,24068728,040,Sergeant Jones.,home.,left.,"A15 -RRB- ; ANTHONY G. JONES , KILLED BY A BOMB -- After his second tour in Iraq , Sergeant Jones , 25 , returned home safely to his wife , Kelly , left , and a newborn son ..",183
