v1,id_string,story_date,year,month,day,source,source_root,source_agent,source_others,target,target_root,target_agent,target_others,code,root_code,quad_class,goldstein,joined_issues,lat,lon,placename,statename,countryname,documentcountryname,ids,urls,sources,text,web_url,aid
77,3586531_v0.0.0,20040211,2004,02,11,USAMILREB,USA,MIL,REB,---COP,,COP,,015,01,0,0.0,"SUICIDE_ATTACK,1;SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed0343455e0_6,---,NYT,"The local police chief said the attack was carried out by a suicide bomber , through the American military could not confirm that .",---,23971884
78,3586532_v0.0.0,19841031,1984,10,31,POLGOV,POL,GOV,,---COP,,COP,,010,01,0,0.0,"SECURITY_SERVICES,2",,,,,,,5e42d9d9367baed03434555b_0,---,NYT,"The Polish Government said tonight that police frogmen found the body of a pro-Solidarity priest in a reservoir today , 11 days after he had been abducted by three officers of the state security police .",---,22633569
79,3586533_v0.0.0,20021010,2002,10,10,ISRMIL,ISR,MIL,,PSEUAF,PSE,,UAF,193,19,4,-10.0,,31.5,34.75,State of Israel,,ISR,,5e42d9d9367baed0343455c8_18,---,NYT,"According to some accounts from the scene , Palestinian gunmen traded fire with Israeli soldiers and tanks guarding bulldozers that were demolishing buildings , while other reports said that the Palestinians had only thrown stones .",---,23873100
80,3586534_v0.0.0,19841227,1984,12,27,---MED,,MED,,---MED,,MED,,010,01,0,0.0,,-33.45694,-70.64827,Santiago,RegiÃ³n Metropolitana de Santiago,CHL,,5e42d9d9367baed034345559_1,---,NYT,"The journalist , Sebastiano Bertolone , told reporters that he had been left in a district in the south of the capital and made his way to the residence of the Archbishop of Santiago , Juan Francisco Fresno , who had urged his captors to free him for Christmas .",---,22621682
81,3586535_v0.0.0,19990623,1999,06,23,---GOV,,GOV,,---GOV,,GOV,,010,01,0,0.0,,,,,,,,5e42d9d9367baed0343455aa_42,---,NYT,"`` This morning , the Mayor wanted to come see us here , '' said Mahmoud Muhareb , a political scientist and brother of the doctor who was shot .",---,23689546
82,3586536_v0.0.0,20050713,2005,07,13,PSEREB,PSE,REB,,---CVL,,CVL,,190,19,4,-10.0,"SUICIDE_ATTACK,1;SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed0343455fa_0,---,NYT,"A Palestinian suicide bomber set off his explosives Tuesday evening at a busy intersection outside a shopping mall here , killing himself and two women and wounding more than 50 people , the Israeli police said .",---,24054078
83,3586537_v0.0.0,20011230,2001,12,30,SDN,SDN,,,IMGMUSALQ,IMG,,MUS;ALQ,174,17,4,-5.0,"NAMED_TERROR_GROUP,1",16.0,30.0,Republic of the Sudan,,SDN,,5e42d9d9367baed0343455bc_316,---,NYT,"Sudan expels bin Laden , who moves to Afghanistan and begins financing public works for fledgling Taliban government .",---,23810040
84,3586538_v0.0.0,19890725,1989,07,25,---LAB,,,LAB,---HLH,,,HLH,141,14,4,-6.5,,43.82512,-79.21443,Morningside Heights,Ontario,CAN,,5e42d9d9367baed034345583_2,---,NYT,"Thousands of health care workers , protesting stalled contract negotiations , picketed St. Luke 's - Roosevelt Hospital Center on Morningside Heights yesterday morning .",---,22943784
85,3586539_v0.0.0,19870813,1987,08,13,---GOV,,GOV,,---LEG,,,LEG,010,01,0,0.0,"COAL,1",36.5,127.75,Republic of Korea,,KOR,,5e42d9d9367baed034345572_16,---,NYT,"Energy Minister Choe Chang Nak told Parliament the walkout was costing South Korea 36,000 tons of coal a day , nearly half the national output .",---,22811845
86,3586540_v0.0.0,20020811,2002,08,11,GBR,GBR,,,---MIL,,MIL,,173,17,4,-5.0,,54.5,-6.5,Northern Ireland,Northern Ireland,GBR,,5e42d9d9367baed0343455ca_21,---,NYT,"During `` the troubles '' in Northern Ireland in the 1970 's and 1980 's , the British detained hundreds of Catholic and Protestant paramilitaries , held them for varying periods and then convicted them in trials without juries .",---,23878733
87,3586541_v0.0.0,19960926,1996,09,26,ISRMIL,ISR,MIL,,PSE,PSE,,,040,04,1,1.0,,31.66667,35.25,West Bank,West Bank,PSE,,5e42d9d9367baed034345593_36,---,NYT,"About 6 P.M. , several senior Israeli officers , including Major general Uzi Dayan , the chief of the Israeli Central Command , met with Palestinian officials , including Ismail Jaber , commander of all Palestinian forces in the West Bank , and arranged a mutual pullback .",---,23498517
88,3586542_v0.0.0,19810207,1981,02,07,DEU,DEU,,,USAGOV,USA,GOV,,110,11,3,-2.0,,48.85341,2.3488,Paris,Ãle-de-France,FRA,,5e42d9d9367baed034345548_8,---,NYT,Trust in the Reagan Administration was expressed by the leaders of France and West Germany as they completed a two-day meeting in Paris .,---,22444089
89,3586543_v0.0.0,19931226,1993,12,26,---CRM,,CRM,,---EDU,,EDU,,171,17,4,-9.2,"STUDENTS,1",55.75222,37.61556,Moscow,,RUS,,5e42d9d9367baed034345590_6,---,NYT,"The kidnappers , armed with three automatic rifles and a pistol , seized about a dozen students on Thursday morning in Rostov-on-Don , a river port 600 miles south of Moscow .",---,23286357
90,3586544_v0.0.0,20050305,2005,03,05,---COPGOV,,COP,GOV,---MED,,MED,,010,01,0,0.0,,,,,,,,5e42d9d9367baed0343455f0_26,---,NYT,"`` We can say preliminarily that this was a suicide , '' the deputy interior minister , Petro Koliada , said in remarks reported by news agencies .",---,24034475
91,3586545_v0.0.0,20050301,2005,03,01,---REB,,REB,,---COP,,COP,,145,14,4,-7.5,"SECURITY_SERVICES,1",36.335,43.11889,Mosul,Muá¸©ÄfazÌ§at NÄ«nawÃ¡,IRQ,,5e42d9d9367baed0343455ef_35,---,NYT,"In the northern city of Mosul , two police officers were killed in heavy clashes with insurgents Monday morning in the city 's volatile eastern area , witnesses said .",---,24033916
92,3586546_v0.0.0,19871101,1987,11,01,CHNCOP,CHN,COP,,---OPP,,OPP,,190,19,4,-10.0,"VIOLENT_UNREST,1;SECURITY_SERVICES,2",,,,,,,5e42d9d9367baed034345577_20,---,NYT,A Chinese police station was burned and at least nine Tibetan protesters were killed when armed police fired into the crowd .,---,22835353
93,3586547_v0.0.0,20020221,2002,02,21,---REBGOV,,REB,GOV,---LEGCVL,,,LEG;CVL,015,01,0,0.0,,,,,,,,5e42d9d9367baed0343455c4_23,---,NYT,"In December 2000 Mr. Gechem Turbay 's cousin , Diego Turbay , a congressman , and his mother were pulled out of a jeep and killed by rebels , the attorney general 's office said .",---,23855995
94,3586548_v0.0.0,20051026,2005,10,26,---CVL,,CVL,,---EDU,,EDU,,040,04,1,1.0,"POSTSECONDARY_EDUCATION,1",,,,,,,5e42d9d9367baed0343455fb_137,---,NYT,"Horrified that he was so determined to go to war , his parents pushed him to think about college , acting or even modeling .",---,24068728
95,3586549_v0.0.0,20041115,2004,11,15,USA,USA,,,SYR,SYR,,,190,19,4,-10.0,,36.335,43.11889,Mosul,Muá¸©ÄfazÌ§at NÄ«nawÃ¡,IRQ,,5e42d9d9367baed0343455e4_0,---,NYT,"Pitched battles erupted between insurgents and American and Iraqi forces on Sunday in the northern city of Mosul , and American armored vehicles encircled a town near the Syrian border where the revolt had spread , prompting residents to flee .",---,23989893
96,3586550_v0.0.0,20010720,2001,07,20,FRA,FRA,,,DEU,DEU,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
97,3586551_v0.0.0,20020403,2002,04,03,ISRMED,ISR,MED,,---MILMILGOV,,MIL,MIL;GOV,171,17,4,-9.2,,,,,,,,5e42d9d9367baed0343455d1_37,---,NYT,"Israeli television captured Gen. Shaul Mofaz , the army chief of staff , telling Mr. Sharon , `` We should kick him out , '' and Mr. Sharon replying , `` I know . ''",---,23889779
98,3586552_v0.0.0,19840625,1984,06,25,---OPP,,OPP,,FRA,FRA,,,141,14,4,-6.5,"SCHOOLS,1",48.85341,2.3488,Paris,Ãle-de-France,FRA,,5e42d9d9367baed034345557_0,---,NYT,"At least 850,000 protesters demonstrated in the streets of Paris Sunday to show their opposition to a Government proposal that would give the state some new powers to regulate France 's private schools .",---,22605061
99,3586553_v0.0.0,20050713,2005,07,13,ISRMIL,ISR,MIL,,PSE,PSE,,,080,08,2,5.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed0343455fa_41,---,NYT,"The driver , a Palestinian who was the only person reported injured , was tied to the truck and had to be freed from the burning vehicle by Israeli security forces , the official said .",---,24054078
100,3586554_v0.0.0,20020203,2002,02,03,---COP,,COP,,---GOV,,GOV,,040,04,1,1.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed0343455d3_34,---,NYT,"As late as yesterday morning , police officials were meeting with Mayor Michael R. Bloomberg to go over last-minute details , and Commissioner Kelly was planning to monitor the scene in a helicopter .",---,23897044
101,3586555_v0.0.0,20060118,2006,01,18,---UAF,,,UAF,---LAB,,,LAB,193,19,4,-10.0,"NAMED_TERROR_GROUP,1",,,,,,,5e42d9d9367baed0343455ec_25,---,NYT,"Shortly afterward , gunmen opened fire on the offices of the Kurdistan Workers Party , killing one party member and wounding two others .",---,24022493
102,3586556_v0.0.0,20020714,2002,07,14,---UAF,,,UAF,---MIL,,MIL,,190,19,4,-10.0,,,,,,,,5e42d9d9367baed0343455c0_20,---,NYT,"Unknown gunmen attacked the Special Forces compound with grenades and small-arms fire , Colonel King said .",---,23850418
103,3586557_v0.0.0,20050712,2005,07,12,---MIL,,MIL,,---REB,,REB,,190,19,4,-10.0,,36.37913,42.44806,Tall âAfar,,IRQ,,5e42d9d9367baed0343455f9_1,---,NYT,"Soldiers of the Third Armored Cavalry Regiment killed 4 insurgents in a gun battle on Sunday , and 10 more were killed Monday as fighting raged in Tal Afar , 260 miles north of Baghdad , the military reported .",---,24053883
104,3586558_v0.0.0,20021201,2002,12,01,ISR,ISR,,,USA,USA,,,050,05,1,3.5,,31.5,34.75,State of Israel,,ISR,,5e42d9d9367baed0343455c6_40,---,NYT,"That is why , although Israel has cooperated closely with the United States , it has done so , until now , very quietly .",---,23861036
105,3586559_v0.0.0,19910117,1991,01,17,---OPP,,OPP,,---OPP,,OPP,,190,19,4,-10.0,"SECURITY_SERVICES,1",43.00035,-75.4999,New York,New York,USA,,5e42d9d9367baed03434558a_31,---,NYT,"Two antiwar demonstrators fell from the Brooklyn Bridge early this morning when a car struck a group of protesters marching across the bridge , the police said .",---,23140881
106,3586560_v0.0.0,19850606,1985,06,06,USA,USA,,,USA,USA,,,060,06,2,6.0,,,,,,,,5e42d9d9367baed03434555f_26,---,NYT,He gave each participant a framed copy of the American Declaration of Independence and an inscribed copy of a bowl used in the home of George Washington .,---,22690193
107,3586561_v0.0.0,19991015,1999,10,15,---GOV,,GOV,,---OPP,,OPP,,120,12,3,-4.0,"CORRUPTION,1",,,,,,,5e42d9d9367baed0343455a5_10,---,NYT,"On Monday the President defied one of the main demands of reformers , refusing to proceed with an investigation into charges of corruption by Mr. Suharto .",---,23675320
108,3586562_v0.0.0,19880502,1988,05,02,---COP,,COP,,---PPL,,,PPL,010,01,0,0.0,"LABOR_STRIKE,1;SECURITY_SERVICES,1",52.22977,21.01178,Warsaw,WojewÃ³dztwo Mazowieckie,POL,,5e42d9d9367baed03434557f_3,---,NYT,"In Warsaw , the police dispersed several thousand people who sought to form a procession , after a Roman Catholic Mass , bearing Solidarty banners and chanting slogans in support of striking workers .",---,22925384
109,3586563_v0.0.0,20000119,2000,01,19,---GOV,,GOV,,---GOV,,GOV,,0344,03,1,7.0,,,,,,,,5e42d9d9367baed0343455b7_26,---,NYT,"In an interview with reporters , Justice Minister Hideo Usui said the government should `` carefully watch '' the group 's activities to determine whether the reforms were intended to evade the new laws .",---,23771438
110,3586564_v0.0.0,20050211,2005,02,11,USA,USA,,,USA,USA,,,171,17,4,-9.2,,,,,,,,5e42d9d9367baed0343455ee_1,---,NYT,"The driver of the vehicle -- a chunky General Motors model , like those preferred by American contractors -- appeared to be trying to catch an American convoy as it speeded past and began crossing the Jumhuriya Bridge , which leads across the Tigris to the fortified American-controlled Green Zone .",---,24031201
111,3586565_v0.0.0,20010720,2001,07,20,JPN,JPN,,,FRA,FRA,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
112,3586566_v0.0.0,20051026,2005,10,26,---CVL,,CVL,,---MIL,,MIL,,040,04,1,1.0,"POSTSECONDARY_EDUCATION,1",,,,,,,5e42d9d9367baed0343455fb_96,---,NYT,"For most of the last three decades , blacks joined the military in disproportionately high numbers , either because they saw it as an equal-opportunity employer or were attracted by its training programs and college benefits .",---,24068728
113,3586567_v0.0.0,20020311,2002,03,11,COL,COL,,,FRAGOV,FRA,GOV,,010,01,0,0.0,,40.87621,-74.02986,Bogota,New Jersey,USA,,5e42d9d9367baed0343455c1_30,---,NYT,"Ms. Betancourt 's former husband , Fabrice Delloye , a French diplomat , said in a telephone interview that three hours after the kidnapping a fax said to have been written by Ms. Betancourt was sent to her father , Gabriel Betancourt , in Bogota , saying that she was unharmed .",---,23851418
114,3586568_v0.0.0,20010208,2001,02,08,---COP,,COP,,---OPP,,OPP,,173,17,4,-5.0,"SECURITY_SERVICES,1",-19.0,29.75,Republic of Zimbabwe,,ZWE,,5e42d9d9367baed0343455b8_0,---,NYT,"In a widening government crackdown on independent voices in Zimbabwe , the police in that country arrested two political opposition leaders this week on charges of inciting violence during speeches at weekend rallies .",---,23778450
115,3586569_v0.0.0,20050629,2005,06,29,---MIL,,MIL,,USA,USA,,,040,04,1,1.0,,43.00035,-75.4999,New York,New York,USA,,5e42d9d9367baed0343455f8_26,---,NYT,Corporal Valdez was 6 before she could join her family in New York .,---,24052281
116,3586570_v0.0.0,19810207,1981,02,07,IRL,IRL,,,IRL,IRL,,,030,03,1,4.0,,54.5,-6.5,Northern Ireland,Northern Ireland,GBR,,5e42d9d9367baed034345548_11,---,NYT,Ian Paisley and other Protestants in Northern Ireland pledged a `` fight to the death '' against reunification with the Irish Republic .,---,22444089
117,3586571_v0.0.0,19860104,1986,01,04,LBYMED,LBY,MED,,LBY,LBY,,,112,11,3,-2.0,,28.0,17.0,Libya,,LBY,,5e42d9d9367baed03434556c_9,---,NYT,An English-language report on Libyan television Thursday said Libya was forming suicide squads to attack American and Western European interests in Libya .,---,22758215
118,3586572_v0.0.0,20041115,2004,11,15,---REB,,REB,,IRQOCCCOP,IRQ,,OCC;COP,190,19,4,-10.0,"SECURITY_SERVICES,1",36.37913,42.44806,Tall âAfar,,IRQ,,5e42d9d9367baed0343455e4_19,---,NYT,"The insurgents began attacking the police stations in Tal Afar right after dawn prayers at the start of Id al-Fitr , the three-day festival marking the end of Ramadan , the Islamic month of fasting , said Ahmed Fawzi , director of a local hospital .",---,23989893
119,3586573_v0.0.0,19840404,1984,04,04,---MIL,,MIL,,---EDULEG,,EDU,LEG,171,17,4,-9.2,"POSTSECONDARY_EDUCATION,1",,,,,,,5e42d9d9367baed034345558_7,---,NYT,"A group calling itself the Dishmish Regiment , which authorities had not known about until recently , took responsibility for the killing today of Dr. V. N. Tiwari , the professor and member of the upper house of Parliament .",---,22611147
120,3586574_v0.0.0,20050505,2005,05,05,---MIL,,MIL,,---REB,,REB,,015,01,0,0.0,,,,,,,,5e42d9d9367baed0343455f5_44,---,NYT,"In sworn statements , the corporal said he shot three insurgents in self defense in the mosque Nov. 13 .",---,24044048
121,3586575_v0.0.0,19860320,1986,03,20,---CHR,,,CHR,---GOV,,GOV,,110,11,3,-2.0,,,,,,,,5e42d9d9367baed03434556a_49,---,NYT,Even the Roman Catholic Church contends with a mix of freedom and Government harassment .,---,22745591
122,3586576_v0.0.0,20020329,2002,03,29,ISRGOV,ISR,GOV,,SYRGOV,SYR,GOV,,032,03,1,4.5,,35.0,38.0,Syrian Arab Republic,,SYR,,5e42d9d9367baed0343455d2_33,---,NYT,"President Bashir al-Assad of Syria , a bitter opponent of Israel , predicted that the initiative `` will certainly confirm the desire of the Arabs to make peace and prove to the world that the Israelis are the ones who do not want peace . ''",---,23890419
123,3586577_v0.0.0,20040601,2004,06,01,---OPP,,OPP,,---COP,,COP,,190,19,4,-10.0,"VIOLENT_UNREST,1",,,,,,,5e42d9d9367baed0343455e8_1,---,NYT,"The attack set off a wave of violent protest , and angry demonstrators clashed with riot police officers across the city .",---,24006322
124,3586578_v0.0.0,20000616,2000,06,16,FJIMILGOV,FJI,MIL,GOV,---GOV,,GOV,,100,10,3,-5.0,,-18.0,178.0,Republic of Fiji,,FJI,,5e42d9d9367baed0343455b0_0,---,NYT,Fiji 's military rulers ordered civil servants today to cut government spending to lessen the economic impact of the 28-day hostage crisis .,---,23735881
125,3586579_v0.0.0,20021010,2002,10,10,---MIL,,MIL,,---GOV,,GOV,,074,07,2,8.5,,,,,,,,5e42d9d9367baed0343455c9_1,---,NYT,"Throughout the week , tanks and troops have been positioned to protect the presidential palace as government loyalists accused protest organizers of plotting to remove the president from power .",---,23873146
126,3586580_v0.0.0,20020714,2002,07,14,---CVL,,CVL,,---CVL,,CVL,,190,19,4,-10.0,,,,,,,,5e42d9d9367baed0343455c0_15,---,NYT,A preliminary investigation last week confirmed the statements of villagers indicating that civilians had been killed during the United States-led operation .,---,23850418
127,3586581_v0.0.0,20020403,2002,04,03,PSE,PSE,,,PSE,PSE,,,030,03,1,4.0,,,,,,,,5e42d9d9367baed0343455d1_29,---,NYT,Palestinians believe that it is intended to destroy their hopes for statehood .,---,23889779
128,3586582_v0.0.0,20041115,2004,11,15,USAMIL,USA,MIL,,USA,USA,,,010,01,0,0.0,"SECURITY_SERVICES,1",36.37913,42.44806,Tall âAfar,Muá¸©ÄfazÌ§at NÄ«nawÃ¡,IRQ,,5e42d9d9367baed0343455e4_14,---,NYT,"American soldiers battled an insurgent uprising in Tal Afar in early September.The attacks in northern Iraq underscore a growing problem for American forces -- namely , that battlefield victories can be quickly undermined after the Americans leave and weaker Iraqi security forces are left to hold the area .",---,23989893
129,3586583_v0.0.0,20051114,2005,11,14,ETHMIL,ETH,MIL,,---OPP,,OPP,,190,19,4,-10.0,"SECURITY_SERVICES,1",38.91706,-77.00025,District of Columbia,District of Columbia,USA,,5e42d9d9367baed0343455fe_10,---,NYT,Ethiopian security forces fired on stone-throwing protesters in the streets around the African Union 's headquarters in early November .,---,24070997
